==PROF== Connected to process 85863 (/workspaces/CudaProgramming/build/reduceInteger)
==PROF== Disconnected from process 85863
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","85863","reduceInteger","127.0.0.1","reduceNeighbored(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_branch_targets_threads_uniform.pct","%","90.32"
"0","85863","reduceInteger","127.0.0.1","reduceNeighbored(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct","%","25.02"
"0","85863","reduceInteger","127.0.0.1","reduceNeighbored(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct","%","25"
"0","85863","reduceInteger","127.0.0.1","reduceNeighbored(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_inst_executed_op_ld.sum","inst","6258688"
"0","85863","reduceInteger","127.0.0.1","reduceNeighbored(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_barrier_per_warp_active.pct","%","17.40"
"0","85863","reduceInteger","127.0.0.1","reduceNeighbored(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_membar_per_warp_active.pct","%","1.39"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","branch_inst_executed","","27590656"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","102008448"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum.per_second","byte/second","115505231853.73"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","nsecond","581056"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_bytes_pipe_lsu_mem_global_op_ld.sum.per_second","byte/second","922152659984.58"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","launch__block_size","","512"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","launch__grid_size","","32768"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","94.85"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_launched.sum","warp","524288"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__average_inst_executed_per_warp.ratio","inst/warp","337.50"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__branch_targets_threads_divergent","","196608"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__branch_targets_threads_uniform","","27394048"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__inst_executed.sum","inst","176947200"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_branch_targets_threads_uniform.pct","%","99.29"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct","%","25.02"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct","%","25"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_inst_executed_op_ld.sum","inst","1343488"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_barrier_per_warp_active.pct","%","57.44"
"1","85863","reduceInteger","127.0.0.1","reduceNeighboredLess(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_membar_per_warp_active.pct","%","2.01"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","branch_inst_executed","","27590656"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","70826368"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum.per_second","byte/second","125043104990.16"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","nsecond","536736"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_bytes_pipe_lsu_mem_global_op_ld.sum.per_second","byte/second","259830918738.45"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","launch__block_size","","512"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","launch__grid_size","","32768"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","94.48"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_launched.sum","warp","524288"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__average_inst_executed_per_warp.ratio","inst/warp","317"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__branch_targets_threads_divergent","","196608"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__branch_targets_threads_uniform","","27394048"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__inst_executed.sum","inst","166199296"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_branch_targets_threads_uniform.pct","%","99.29"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct","%","96.15"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct","%","95.52"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_inst_executed_op_ld.sum","inst","1343488"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_barrier_per_warp_active.pct","%","53.88"
"2","85863","reduceInteger","127.0.0.1","reduceInterleaved(int *, int *, unsigned int)","1","7","(512, 1, 1)","(32768, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_membar_per_warp_active.pct","%","2.15"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","branch_inst_executed","","14057472"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","71888256"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum.per_second","byte/second","226299956840.74"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","nsecond","296576"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_bytes_pipe_lsu_mem_global_op_ld.sum.per_second","byte/second","461396633577.90"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","launch__block_size","","512"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","launch__grid_size","","16384"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","93.08"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_launched.sum","warp","262144"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","smsp__average_inst_executed_per_warp.ratio","inst/warp","358.12"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","smsp__branch_targets_threads_divergent","","98304"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","smsp__branch_targets_threads_uniform","","13959168"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","smsp__inst_executed.sum","inst","93880320"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_branch_targets_threads_uniform.pct","%","99.30"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct","%","98.04"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct","%","97.71"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_inst_executed_op_ld.sum","inst","1196032"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_barrier_per_warp_active.pct","%","46.78"
"3","85863","reduceInteger","127.0.0.1","reduceUnroll2(int *, int *, unsigned int)","1","7","(512, 1, 1)","(16384, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_membar_per_warp_active.pct","%","2.12"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","branch_inst_executed","","7028736"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","67491712"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum.per_second","byte/second","382383226982.68"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","nsecond","175520"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_bytes_pipe_lsu_mem_global_op_ld.sum.per_second","byte/second","580982315405.65"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","launch__block_size","","512"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","launch__grid_size","","8192"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","93.46"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_launched.sum","warp","131072"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","smsp__average_inst_executed_per_warp.ratio","inst/warp","409.12"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","smsp__branch_targets_threads_divergent","","49152"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","smsp__branch_targets_threads_uniform","","6979584"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","smsp__inst_executed.sum","inst","53624832"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_branch_targets_threads_uniform.pct","%","99.30"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct","%","98.68"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct","%","97.71"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_inst_executed_op_ld.sum","inst","860160"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_barrier_per_warp_active.pct","%","40.14"
"4","85863","reduceInteger","127.0.0.1","reduceUnroll4(int *, int *, unsigned int)","1","7","(512, 1, 1)","(8192, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_membar_per_warp_active.pct","%","1.84"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","branch_inst_executed","","3514368"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","73648512"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum.per_second","byte/second","522269920318.73"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","nsecond","128512"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_bytes_pipe_lsu_mem_global_op_ld.sum.per_second","byte/second","657848605577.69"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","launch__block_size","","512"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","launch__grid_size","","4096"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","93.86"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_launched.sum","warp","65536"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","smsp__average_inst_executed_per_warp.ratio","inst/warp","490.12"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","smsp__branch_targets_threads_divergent","","24576"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","smsp__branch_targets_threads_uniform","","3489792"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","smsp__inst_executed.sum","inst","32120832"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_branch_targets_threads_uniform.pct","%","99.30"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct","%","99.21"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct","%","97.71"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_inst_executed_op_ld.sum","inst","692224"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_barrier_per_warp_active.pct","%","30.13"
"5","85863","reduceInteger","127.0.0.1","reduceUnroll8(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_membar_per_warp_active.pct","%","1.31"
"6","85863","reduceInteger","127.0.0.1","reduceUnroll8Warps(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","branch_inst_executed","","1572864"
"6","85863","reduceInteger","127.0.0.1","reduceUnroll8Warps(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","78146816"
"6","85863","reduceInteger","127.0.0.1","reduceUnroll8Warps(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum.per_second","byte/second","517529731063.41"
"6","85863","reduceInteger","127.0.0.1","reduceUnroll8Warps(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","nsecond","129696"
"6","85863","reduceInteger","127.0.0.1","reduceUnroll8Warps(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_bytes_pipe_lsu_mem_global_op_ld.sum.per_second","byte/second","683171971379.23"
"6","85863","reduceInteger","127.0.0.1","reduceUnroll8Warps(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","launch__block_size","","512"
"6","85863","reduceInteger","127.0.0.1","reduceUnroll8Warps(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","launch__grid_size","","4096"
"6","85863","reduceInteger","127.0.0.1","reduceUnroll8Warps(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","68.91"
"6","85863","reduceInteger","127.0.0.1","reduceUnroll8Warps(int *, int *, unsigned int)","1","7","(512, 1, 1)","(4096, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_launched.sum","warp","65536"
